AIC,Fund,Share,MonthEnd,Code,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Monthend MidPrice,CurrYrRev(CYR),Rev Res (splits only),RevAllocation % (splits only),Shares,Shares,Shares,Shares,Sell,Cash/CashEquiv,GrossGearing,NetGearing,Permanent,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,,Additional geographic,,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,,AIC,Unit1,Unit1,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,Total Assets ex CYR,FootNote,FairValue,ShareNote
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other , , , , , , , , ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Litigation,Juridica Investments (AIM),Ordinary Share,30/06/2010,B29LSW5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
"Sector Specialist: Small Media, Comms & IT Cos",Herald,Ordinary Share,30/06/2010,422864,415467262,50000000,50000000,50000000,50000000,0,0,0,50000000,358,28591,,,80223283,0,0,0,N/A,7,114,106,N,100,365467262,365438671,455.53,,,,,455.56,,,,,455.53,,,,,455.56,,,,,1.6,7,7,58,1,20,0,7,0,0,0,0,0,0,0,0,0,86,0,12,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,415438671,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Tech Media & Telecomm,Polar Capital Technology,Ordinary Share,30/06/2010,422002,391788617,30289322,30289322,30289322,30289322,0,0,0,30289322,289.9,-459214,,,126497914,0,0,0,N/A,8,108,100,Y,100,361499295,361958509,,,,,,285.77,,,,,,,,,,285.77,,,,,,8,0,6,5,65,5,7,4,0,0,0,0,0,0,0,0,5,0,16,68,16,-5,8,4,71,3,10,4,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,392247831,,,
Sector Specialist: Tech Media & Telecomm,RCM Technology,Ordinary Share,30/06/2010,339072,67928176,0,0,0,0,0,0,0,0,281,-468919,,,22658090,0,0,924503,Yes,7,100,93,Y,100,67928176,68397095,,,,,,299.8,294.14,,,293.71,,,,,,299.8,294.14,,,293.71,0.38,7,0,3,3,74,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,68397095,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Equity x IC,Int. Equities,SC Inc Shares,SC Ord Inc Shares,Other SC & ICs,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Split Capital Trust,Aberdeen Development Capital,ZDP 2010/12,30/06/2010,B08P0H3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Aberdeen Development Capital,ZDP 2012,30/06/2010,B08P147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Aberdeen Development Capital,Ordinary Income,30/06/2010,735250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Aberforth Geared Capital & Income,Income,30/06/2010,3110003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Aberforth Geared Capital & Income,Capital,30/06/2010,3110014,91285149,54675863,54675863,30000000,30000000,24675863,0,0,56567646,273.5,1891783,1166181,0,10500000,0,0,0,N/A,-4,263,273,N,0,34717503,34717503,330.64,,,,,330.64,,,,,330.64,,,,,330.64,,,,,4.53,-4,0,104,0,0,0,0,0,-4,0,104,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/,-4,0,0,48,47,9,0,0,USC,,,,,,,,,,,,,89393366,
Split Capital Trust,Aberforth Geared Income,ZDP 2017,30/06/2010,B4WLXD2,0,0,0,0,0,0,0,0,0,105,,,,30000000,0,0,0,N/A,0,0,0,,0,30334439,30334439,101.11,,,,,101.11,,,,,101.11,,,,,101.11,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,USC,,,,,,,,,,,,,0,
Split Capital Trust,Aberforth Geared Income,Ordinary Income,30/06/2010,B4TR344,68175108,30334439,30334439,0,0,30334439,0,0,30334439,97.25,561804,,,45000000,0,0,0,N/A,0,180,180,N,100,37840669,37278865,82.84,,,,,84.09,,,,,82.84,,,,,84.09,,,,,4.73,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,57,37,6,0,0,USC,,,,,,,,,,,,,67613304,
Split Capital Trust,Ecofin Water & Power Opportunities,ZDP 2016,30/06/2010,B4Z6HJ8,0,38904377,38904377,38904377,38904377,0,0,0,0,112.25,,,,60000000,0,0,0,N/A,0,0,0,,0,63855814,63855814,106.43,,,,,106.43,,,,,106.43,,,,,106.43,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,
Split Capital Trust,Ecofin Water & Power Opportunities,Ordinary Income,30/06/2010,B09LK25,515222942,102760191,102760191,38904377,38904377,63855814,79997846,89197598,182758037,136.5,6219281,,,210348227,16406,0,0,N/A,2,155,152,N,100,332464905,326245624,155.1,,,,,158.05,,,,,150.72,,,,,153.68,,,,,3.6,2,11,23,19,30,1,9,5,2,11,23,64,0,0,0,0,129,-10,-13,-6,0,0,39,19,28,0,9,5,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,509003661,
Split Capital Trust,Edinburgh New Income,ZDP 2011,30/06/2010,B084LV1,0,0,0,0,0,0,0,0,0,133.75,,,0,15166618,0,0,0,N/A,0,0,0,,0,20393792,20393792,134.46,,,,,134.46,,,,,134.46,,,,,134.46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0,
Split Capital Trust,Edinburgh New Income,Ordinary Income,30/06/2010,B084LP5,30881250,20393792,20393792,0,0,20393792,0,0,20393792,51.25,460911,736046,100,20519056,0,0,0,N/A,14,294,253,N,100,10487458,10026547,48.86,,,,,51.11,,,,,48.86,,,,,51.11,,,,,4.7,14,20,66,0,0,0,0,0,14,20,66,0,0,0,0,0,59,32,9,0,0,0,100,0,0,0,0,0,/,14,20,38,18,10,0,0,0,UGI,Edinburgh New Income Units,1593752,281.06,281.04,100,86,,,,,,,30420339,
Split Capital Trust,Electra Private Equity,ZDP 2016,30/06/2010,B3K3HN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Electra Private Equity,Ordinary Income,30/06/2010,308544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,F&C Private Equity,ZDP 2014,30/06/2010,B5883J0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,F&C Private Equity,Ordinary Income,30/06/2010,3073827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Global Special Opportunities,Income,30/06/2010,3031331,0,710442,710442,710442,710442,0,0,0,0,47.5,,,,25035008,0,0,0,N/A,0,0,0,,100,11648441,11837386,47.28,,,,,46.53,,,,,47.28,,,,,46.53,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,NA,,,,,,,,,,,,,0,
Split Capital Trust,Global Special Opportunities,Capital,30/06/2010,3031319,12358883,12547828,12547828,710442,710442,11837386,0,0,12358883,0.51,-188945,,,50000000,0,0,0,N/A,4,0,0,N,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,0.64,4,2,0,0,94,0,0,0,4,2,0,94,0,0,0,0,-22,0,122,0,0,0,-22,0,122,0,0,0,/A,4,2,0,0,94,0,0,0,NA,,,,,,,,,,,,,12547828,Revenue reserves have fallen to a negative £991. For the purpose of calculating the NAV this figure has been deducted from Total Assets.
Split Capital Trust,Invesco Perpetual Recovery 2011,ZDP 2011,30/06/2010,B0LNNV9,0,0,0,0,0,0,0,0,0,120.75,,,0,19610250,0,0,0,N/A,0,0,0,,0,25667971,25667971,130.89,,,,,130.89,,,,,130.89,,,,,130.89,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0,
Split Capital Trust,Invesco Perpetual Recovery 2011,Ordinary Income,30/06/2010,B0LNMX4,28522203,25667971,25667971,0,0,25667971,0,0,25667971,25.5,222511,468000,100,16044750,0,0,0,N/A,0,999,999,N,100,2854232,2631721,16.4,,,,,17.79,,,,,16.4,,,,,17.79,,,,,4.6,0,15,85,0,0,0,0,0,0,15,85,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,15,67,7,11,0,0,0,UGI,Invesco Perp Recovery 2011 Uts,294802,1587.42,1587.39,100,100,,,,,,,28299692,
Split Capital Trust,JPMorgan Income & Capital,ZDP 2018,30/06/2010,B2NBJ28,0,88515,88515,88515,88515,0,0,0,0,108.75,,,,46087200,0,0,0,No,0,0,0,,0,53672757,53672757,116.46,,,,,116.46,,,,,116.46,,,,,116.46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0
Split Capital Trust,JPMorgan Income & Capital,Ordinary Income,30/06/2010,B2NBJ06,93417447,53761272,53761272,88515,88515,53672757,0,0,53761272,63,1511646,,,67506782,0,0,0,N/A,3,236,229,N,100,39656175,38144529,56.5,,,,,58.74,,,,,56.5,,,,,58.74,,,,,3.61,3,4,93,0,0,0,0,0,3,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,74,19,0,0,0,0,UGI,JPMorgan Income & Capital Uts,10334583,229.47,229.46,100,97,,,,,,,91905801
Split Capital Trust,JPMorgan Income & Growth,Income,30/06/2010,B1G3N11,0,23000000,23000000,23000000,23000000,0,0,0,0,60.25,,,,62197803,0,290000,0,N/A,0,0,0,,100,44144255,43487652,69.92,,,,,70.97,,,,,69.92,,,,,70.97,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0
Split Capital Trust,JPMorgan Income & Growth,Capital,30/06/2010,B1G3N00,67144255,66487652,66487652,23000000,23000000,43487652,0,0,67144255,8.7,656603,,,64527781,0,0,0,N/A,2,0,0,N,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,2.62,2,0,94,4,0,0,0,0,2,0,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,64,18,0,0,16,0,UGI,JPMorgan Income & Growth Units,9405646,69.92,69.92,152,149,,,,,,,66487652
Split Capital Trust,JZ Capital Partners,ZDP 2016,30/06/2010,B40D7X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,JZ Capital Partners,Ordinary Income,30/06/2010,B403HK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,M&G Equity,ZDP 2011,30/06/2010,551092,0,40000000,41421970,40000000,41421970,0,0,0,0,76.75,,,0,173544139,0,157000,0,N/A,0,0,0,,0,144364814,144364814,83.19,,,,,83.19,,,,,82.37,,,,,82.37,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0
Split Capital Trust,M&G Equity,Income,30/06/2010,551199,0,184364814,185786784,40000000,41421970,144364814,0,0,0,4.5,,,100,173544139,0,157000,0,N/A,0,0,0,,100,6288117,5320397,3.07,,,,,3.62,,,,,3.07,,,,,3.62,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0
Split Capital Trust,M&G Equity,Capital,30/06/2010,551166,190652931,189685211,191107181,40000000,41421970,149685211,0,0,190652931,0.98,967720,5320397,0,173544139,0,157000,0,N/A,4,0,0,N,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,4.53,4,23,73,0,0,0,0,0,4,23,73,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,p,4,23,58,9,6,0,0,0,UGI,M&G Equity Package Unit,173544139,86.25,85.44,127,121,,,,,,,189685211
Split Capital Trust,M&G High Income,ZDP 2017,30/06/2010,553322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,M&G High Income,Income,30/06/2010,553281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,M&G High Income,Capital,30/06/2010,553270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Premier Energy & Water,ZDP 2015,30/06/2010,3353820,0,0,0,0,0,0,0,0,0,159.75,,,0,16336396,0,0,0,N/A,0,0,0,,0,25577004,25577004,156.56,,,,,156.56,,,,,156.56,,,,,156.56,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0
Split Capital Trust,Premier Energy & Water,Ordinary Income,30/06/2010,3353790,47512766,25577004,25577004,0,0,25577004,0,0,25577004,157.25,552131,850000,100,13103065,0,0,0,N/A,2,217,212,N,100,21935762,21383631,163.2,,,,,167.41,,,,,163.2,,,,,167.41,,,,,5.7,2,0,14,24,33,0,24,3,2,0,14,84,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,46960635
Split Capital Trust,Premier Renewable Energy,ZDP 2010,30/06/2010,B29LG10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Premier Renewable Energy,Ordinary Income,30/06/2010,B29LC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Rights & Issues,Preference,30/06/2010,739241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Rights & Issues,Income,30/06/2010,739207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Rights & Issues,Capital,30/06/2010,739229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Capital Trust,Utilico,ZDP 2012,30/06/2010,B1XHSL1,0,29319681,29319681,29319681,29319681,0,0,0,0,159.75,,,,45486200,0,0,0,N/A,0,0,0,,0,68935222,68935222,151.55,,,,,151.55,,,,,151.55,,,,,151.55,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,
Split Capital Trust,Utilico,ZDP 2014,30/06/2010,B1XHV78,0,98254903,98254903,29319681,29319681,68935222,0,0,0,129.5,,,,37500000,0,0,0,N/A,0,0,0,,0,46396699,46396699,123.72,,,,,123.72,,,,,123.72,,,,,123.72,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,
Split Capital Trust,Utilico,ZDP 2016,30/06/2010,B1XHVB2,0,144651602,144651602,29319681,29319681,115331921,0,0,0,108.75,,,,37500000,0,0,0,N/A,0,0,0,,0,46395147,46395147,123.72,,,,,123.72,,,,,123.72,,,,,123.72,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,
Split Capital Trust,Utilico,Ordinary Income,30/06/2010,B1XHSF5,334276014,191046749,191046749,29319681,29319681,161727068,0,0,191046749,116.5,3558514,,,86373863,0,0,0,No,1,233,231,N,100,143229265,139670751,161.7,,,,,165.82,,,,,161.7,,,,,165.82,,,,,3.5,1,0,40,0,4,0,49,6,1,0,40,32,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,330717500,,Fair values are not materially different to par values.,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,FTSE 100,FTSE 250 x IC,FTSE S/C FL/AIM xIC,SC Inc & Ord Inc,Other SC & ICs,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
UK Growth,Albany,Ordinary Share,30/06/2010,12102,28013966,0,0,0,0,0,0,0,0,245,55719,,,10023750,0,0,0,N/A,4,100,96,N,100,28013966,27958247,278.92,,,,,279.48,,,,,278.92,,,,,279.48,,,,,3.71,4,2,87,1,6,0,0,0,4,2,63,12,8,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,27958247,,,
UK Growth,Artemis Alpha,Ordinary Share,30/06/2010,435594,99108076,14300000,14300000,14300000,14300000,0,0,0,14300000,230.5,782012,,,30093203,0,0,414500,No,-4,117,122,N,100,84808076,84026064,279.22,250.97,,,250.97,281.82,253.1,,,253.1,279.22,250.97,,,250.97,281.82,253.1,,,253.1,0.92,-4,0,94,5,2,0,3,0,-4,0,0,12,82,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,98326064,,,
